# Languages
System.LanguagesName.EN:				영어
CustomNPC.EffectNPC.Option.Dye.Green3: 초록 3
CustomNPC.EffectNPC.Option.Dye.Green4: 초록 4
CustomNPC.EffectNPC.Option.Dye.Gray1: 회색 1
CustomNPC.EffectNPC.Option.Dye.Gray2: 회색 2
CustomNPC.EffectNPC.Option.Dye.Gray3: 회색 3
CustomNPC.EffectNPC.Option.Dye.Orange1: 주황 1
CustomNPC.EffectNPC.Option.Dye.Orange2: 주황 2
CustomNPC.EffectNPC.Option.Dye.Orange3: 주황 3
CustomNPC.EffectNPC.Option.Dye.Purple1: 보라 1
CustomNPC.EffectNPC.Option.Dye.Purple2: 보라 2
CustomNPC.EffectNPC.Option.Dye.Purple3: 보라 3
CustomNPC.EffectNPC.Option.Dye.Yellow1: 노랑 1
CustomNPC.EffectNPC.Option.Dye.Yellow2: 노랑 2
CustomNPC.EffectNPC.Option.Dye.Yellow3: 노랑 3
CustomNPC.EffectNPC.Option.Dye.Violet: 바이올렛
CustomNPC.EffectNPC.Option.Dye.Mauve: 모브
CustomNPC.EffectNPC.Option.Dye.Blue5: 파랑 5
CustomNPC.EffectNPC.Option.Dye.Purple4: 보라 4
CustomNPC.EffectNPC.Option.Dye.ShipRed: 선박 빨강
CustomNPC.EffectNPC.Option.Dye.ShipRed2: 선박 빨강 2
CustomNPC.EffectNPC.Option.Dye.ShipOrange: 선박 주황
CustomNPC.EffectNPC.Option.Dye.ShipOrange2: 선박 주황 2
CustomNPC.EffectNPC.Option.Dye.Orange4: 주황 4
CustomNPC.EffectNPC.Option.Dye.ShipYellow: 선박 노랑
CustomNPC.EffectNPC.Option.Dye.ShipLimeGreen: 선박 라임 초록
CustomNPC.EffectNPC.Option.Dye.ShipGreen: 선박 초록
CustomNPC.EffectNPC.Option.Dye.ShipGreen2: 선박 초록 2
CustomNPC.EffectNPC.Option.Dye.ShipTurquoise: 선박 청록
CustomNPC.EffectNPC.Option.Dye.ShipTurquoise2: 선박 청록 2
CustomNPC.EffectNPC.Option.Dye.ShipBlue: 선박 파랑
CustomNPC.EffectNPC.Option.Dye.ShipBlue2: 선박 파랑 2
CustomNPC.EffectNPC.Option.Dye.ShipBlue3: 선박 파랑 3
CustomNPC.EffectNPC.Option.Dye.ShipPurple: 선박 보라
CustomNPC.EffectNPC.Option.Dye.ShipPurple2: 선박 보라 2
CustomNPC.EffectNPC.Option.Dye.ShipPurple3: 선박 보라 3
CustomNPC.EffectNPC.Option.Dye.ShipPink: 선박 분홍
CustomNPC.EffectNPC.Option.Dye.ShipCharcoal: 선박 차콜
CustomNPC.EffectNPC.Option.Dye.ShipCharcoal2: 선박 차콜 2
CustomNPC.EffectNPC.Option.Dye.RedCrafterOnly: 빨강 - 제작자 전용
CustomNPC.EffectNPC.Option.Dye.PlumCrafterOnly: 자두색 - 제작자 전용
CustomNPC.EffectNPC.Option.Dye.PurpleCrafterOnly: 보라 - 제작자 전용
CustomNPC.EffectNPC.Option.Dye.DarkPurpleCrafterOnly: 어두운 보라 - 제작자 전용
CustomNPC.EffectNPC.Option.Dye.DuskyPurpleCrafterOnly: 탁한 보라 - 제작자 전용
CustomNPC.EffectNPC.Option.Dye.LightGoldCrafterOnly: 밝은 금색 - 제작자 전용
CustomNPC.EffectNPC.Option.Dye.DarkGoldCrafterOnly: 어두운 금색 - 제작자 전용
CustomNPC.EffectNPC.Option.Dye.DirtyOrangeCrafterOnly: 탁한 주황 - 제작자 전용
CustomNPC.EffectNPC.Option.Dye.DarkTanCrafterOnly: 어두운 황갈색 - 제작자 전용
CustomNPC.EffectNPC.Option.Dye.BrownCrafterOnly: 갈색 - 제작자 전용
CustomNPC.EffectNPC.Option.Dye.LightGreenCrafterOnly: 밝은 초록 - 제작자 전용
CustomNPC.EffectNPC.Option.Dye.OliveGreenCrafterOnly: 올리브 초록 - 제작자 전용
CustomNPC.EffectNPC.Option.Dye.CornflowerBlueCrafterOnly: 수레국화 파랑 - 제작자 전용
CustomNPC.EffectNPC.Option.Dye.LightGrayCrafterOnly: 밝은 회색 - 제작자 전용
CustomNPC.EffectNPC.Option.Dye.HotPinkCrafterOnly: 핫핑크 - 제작자 전용
CustomNPC.EffectNPC.Option.Dye.DuskyRoseCrafterOnly: 탁한 장밋빛 - 제작자 전용
CustomNPC.EffectNPC.Option.Dye.SageGreenCrafterOnly: 세이지 초록 - 제작자 전용
CustomNPC.EffectNPC.Option.Dye.LimeGreenCrafterOnly: 라임 초록 - 제작자 전용
CustomNPC.EffectNPC.Option.Dye.GrayTealCrafterOnly: 회색 청록 - 제작자 전용
CustomNPC.EffectNPC.Option.Dye.GrayBlueCrafterOnly: 회색 파랑 - 제작자 전용
CustomNPC.EffectNPC.Option.Dye.OliveGrayCrafterOnly: 올리브 회색 - 제작자 전용
CustomNPC.EffectNPC.Option.Dye.NavyBlueCrafterOnly: 남색 파랑 - 제작자 전용
CustomNPC.EffectNPC.Option.Dye.ForestGreenCrafterOnly: 숲 초록 - 제작자 전용
CustomNPC.EffectNPC.Option.Dye.BurgundyCrafterOnly: 버건디 - 제작자 전용
CustomNPC.EffectNPC.Category.Blues: 파랑 계열
CustomNPC.EffectNPC.Category.Greens: 초록 계열
CustomNPC.EffectNPC.Category.Reds: 빨강 계열
CustomNPC.EffectNPC.Category.Yellows: 노랑 계열
CustomNPC.EffectNPC.Category.Purples: 보라 계열
CustomNPC.EffectNPC.Category.Violets: 바이올렛 계열
CustomNPC.EffectNPC.Category.Oranges: 주황 계열
CustomNPC.EffectNPC.Category.Blacks: 검정/회색 계열
CustomNPC.EffectNPC.Category.Other: 기타
CustomNPC.ItemModel.Greeting:             안녕하세요!\n비용만 지불하신다면 다양한 외형 꾸미기를 도와드릴 수 있습니다.\n아이템을 건네주시면 가격을 안내해 드리겠습니다.
CustomNPC.ItemModel.NeedItem:             작업할 아이템이 필요합니다!
CustomNPC.ItemModel.LostModel:            죄송합니다. 원하신 모델을 놓친 것 같습니다. 처음부터 다시 진행해 주세요.
CustomNPC.ItemModel.PadTypes:             다음 장식 패드 종류를 제공할 수 있습니다:\n\n[종류 1]\n[종류 2]\n[종류 3]\n[종류 4]\n[종류 5]
CustomNPC.ItemModel.InvalidSkin:          이 스킨은 해당 아이템 유형에 사용할 수 없습니다. 다른 조합을 선택해 주세요.
CustomNPC.ItemModel.ModelChanged:         아이템 모델을 변경했습니다.
CustomNPC.ItemModel.Confused:             죄송합니다. 처리 중 혼선이 생긴 것 같습니다. 처음부터 다시 진행해 주세요.\n이 메시지가 반복된다면 재현 방법과 함께 버그 티켓을 남겨 주세요.
CustomNPC.ItemModel.PadsLimitedSlots:     죄송하지만 패드는 상의, 장갑, 신발 방어구에만 적용할 수 있습니다.
CustomNPC.ItemModel.ExtensionChanged:     후원 감사합니다. 아이템 확장을 변경했으니 이제 사용할 수 있습니다.\n\n다음에도 찾아주시길 바랍니다.
CustomNPC.ItemModel.HelmMenu:             훌륭한 머리 장비군요.\n다음 스킨을 적용할 수 있습니다:\n\n***** 카타콤 모델 전용 *****\n[Dragonslayer Helm]\n[Dragonsworn Helm]\n***** 카타콤 전용 끝 *****\n\n[Crown of Zahur]\n[Crown of Zahur variant]\n[Winged Helm]\n[Oceanus Helm]\n[Stygia Helm]\n[Volcanus Helm]\n[Aerus Helm]\n
CustomNPC.ItemModel.HelmWizardOption:     [Wizard Hat]\n
CustomNPC.ItemModel.HelmRealmPrompt:      \n추가로 왕국별 머리 장비도 준비되어 있습니다:
CustomNPC.ItemModel.HelmAlbionOptions:    [Robin Hood Hat]\n[Tarboosh]\n[Jester Hat]\n
CustomNPC.ItemModel.HelmHiberniaOptions:  [Robin Hood Hat]\n[Leaf Hat]\n[Stag Helm]\n
CustomNPC.ItemModel.HelmMidgardOptions:   [Fur Cap]\n[Wing Hat]\n[Wolf Helm]\n
CustomNPC.ItemModel.TorsoMenu:            제법 몸을 잘 지켜준 장비로 보이는군요.\n다음 스킨을 적용할 수 있습니다:\n\n***** 카타콤 모델 전용 *****\n[Dragonslayer Breastplate]\n[Dragonsworn Breastplate]\n[Good Shar Breastplate]\n[Possessed Shar Breastplate]\n[Good Inconnu Breastplate]\n[Possessed Inconnu Breastplate]\n[Good Realm Breastplate]\n[Possessed Realm Breastplate]\n[Mino Breastplate]\n***** 카타콤 전용 끝 *****\n\n[Class Epic Chestpiece]\n[Eirene's Chest]\n[Naliah's Robe]\n[Guard of Valor]\n[Golden Scarab Vest]\n[Oceanus Breastplate]\n[Stygia Breastplate]\n[Volcanus Breastplate]\n[Aerus Breastplate]\n
CustomNPC.ItemModel.ArmorPadPrompt:       [장식 패드] 옵션도 제공할 수 있습니다.
CustomNPC.ItemModel.ArmsMenu:             제법 몸을 잘 지켜준 장비로 보이는군요.\n다음 스킨을 적용할 수 있습니다:\n\n***** 카타콤 모델 전용 *****\n[Dragonslayer Sleeves]\n[Dragonsworn Sleeves]\n[Good Shar Sleeves]\n[Possessed Shar Sleeves]\n[Good Inconnu Sleeves]\n[Possessed Inconnu Sleeves]\n[Good Realm Sleeves]\n[Possessed Realm Sleeves]\n[Mino Sleeves]\n***** 카타콤 전용 끝 *****\n\n[Foppish Sleeves]\n[Arms of the Wind]\n[Oceanus Sleeves]\n[Stygia Sleeves]\n[Volcanus Sleeves]\n[Aerus Sleeves]\n
CustomNPC.ItemModel.LegsMenu:             제법 몸을 잘 지켜준 장비로 보이는군요.\n다음 스킨을 적용할 수 있습니다:\n\n***** 카타콤 모델 전용 *****\n[Dragonslayer Pants]\n[Dragonsworn Pants]\n[Good Shar Pants]\n[Possessed Shar Pants]\n[Good Inconnu Pants]\n[Possessed Inconnu Pants]\n[Good Realm Pants]\n[Possessed Realm Pants]\n[Mino Pants]\n***** 카타콤 전용 끝 *****\n\n[날개 잠수]\n[Alvarus' Leggings]\n[Oceanus Pants]\n[Stygia Pants]\n[Volcanus Pants]\n[Aerus Pants]\n
CustomNPC.ItemModel.HandsMenu:            제법 몸을 잘 지켜준 장비로 보이는군요.\n다음 스킨을 적용할 수 있습니다:\n\n***** 카타콤 모델 전용 *****\n[Dragonslayer Gloves]\n[Dragonsworn Gloves]\n[Good Shar Gloves]\n[Possessed Shar Gloves]\n[Good Inconnu Gloves]\n[Possessed Inconnu Gloves]\n[Good Realm Gloves]\n[Possessed Realm Gloves]\n[Mino Gloves]\n***** 카타콤 전용 끝 *****\n\n[Maddening Scalars]\n[Sharkskin Gloves]\n[Oceanus Gloves]\n[Stygia Gloves]\n[Volcanus Gloves]\n[Aerus Gloves]\n
CustomNPC.ItemModel.FeetMenu:             제법 몸을 잘 지켜준 장비로 보이는군요.\n다음 스킨을 적용할 수 있습니다:\n\n***** 카타콤 모델 전용 *****\n[Dragonslayer Boots]\n[Dragonsworn Boots]\n[Good Shar Boots]\n[Possessed Shar Boots]\n[Good Inconnu Boots]\n[Possessed Inconnu Boots]\n[Good Realm Boots]\n[Possessed Realm Boots]\n[Mino Boots]\n***** 카타콤 전용 끝 *****\n\n[Enyalio's Boots]\n[Flamedancer's Boots]\n[Oceanus Boots]\n[Stygia Boots]\n[Volcanus Boots]\n[Aerus Boots]\n
CustomNPC.ItemModel.CloakMenu:            제법 몸을 잘 지켜준 장비로 보이는군요.\n다음 스킨을 적용할 수 있습니다:\n\n***** 카타콤 모델 전용 *****\n[Realm Cloak]\n[Dragonslayer Cloak]\n[Dragonsworn Cloak]\n[Valentines Cloak]\n[Winter Cloak]\n[Clean Leather Cloak]\n[Corrupt Leather Cloak]\n***** 카타콤 전용 끝 *****\n\n[Cloudsong]\n[Shades of Mist]\n[Harpy Feather Cloak]\n[Healer's Embrace]\n[Oceanus Cloak]\n[Magma Cloak]\n[Stygian Cloak]\n[Aerus Cloak]\n[Collared Cloak]\n
CustomNPC.ItemModel.WeaponMenuHeader:     치명적인 무기를 알아보는 눈은 있습니다.\n다음 스킨을 적용할 수 있습니다:\n\n
CustomNPC.ItemModel.FistMenu:             [Snakecharmer's Fist]\n[Scorched Fist]\n[Dragonsworn Fist]\n
CustomNPC.ItemModel.WhipMenu:             [Snakecharmer's Whip]\n[Scorched Whip]\n[Dragonsworn Whip]\n
CustomNPC.ItemModel.Thrust1HMenu:         [Traitor's Dagger 1h]\n[Croc Tooth Dagger 1h]\n[Golden Spear 1h]\n[Wakazashi]\n
CustomNPC.ItemModel.Hilt1HPrompt:         아니면 [손잡이 1손]만 원하실 수도 있겠군요.\n
CustomNPC.ItemModel.Crush1HMenu:          [Battler Hammer 1h]\n[Malice Hammer 1h]\n[Bruiser Hammer 1h]\n[Scepter of the Meritorious]\n[Rolling Pin]\n[Stein]\n[Turkey Leg]\n
CustomNPC.ItemModel.Slash1HMenu:          [Croc Tooth Axe 1h]\n[Traitor's Axe 1h]\n[Malice Axe 1h]\n[Battler Sword 1h]\n[Khopesh]\n[Cleaver]\n[Wakazashi]\n
CustomNPC.ItemModel.ClassEpic1HPrompt:    추가로 [직업 에픽 1손] {0} 스킨도 적용할 수 있습니다.\n
CustomNPC.ItemModel.ShieldMenu:           적의 공격을 막아낼 튼튼한 방벽이군요.\n다음 스킨을 적용할 수 있습니다:\n\n[Aten's Shield]\n[Cyclop's Eye]\n[Shield of Khaos]\n[Oceanus Shield]\n[Aerus Shield]\n[Magma Shield]\n[Minotaur Shield]\n
CustomNPC.ItemModel.StaffMenu:            [Dragonsworn Staff]\n[Traldor's Oracle]\n[Trident of the Gods]\n[Tartaros Gift]\n[Scorched Staff]\n
CustomNPC.ItemModel.ScytheMenu:           [Dragonsworn Scythe]\n[Scythe of Kings]\n[Snakechamer's Scythe]\n[Magma Scythe]\n[Scorched Scythe]\n
CustomNPC.ItemModel.PoleMenu:             [Dragonsworn Pole]\n[Pole of Kings]\n[Golden Pole]\n[Scorched Pole]\n
CustomNPC.ItemModel.Spear2HMenu:          [Golden Spear 2h]\n[Dragon Spear 2h]\n[Scorched Spear 2h]\n[Trident Spear 2h]\n
CustomNPC.ItemModel.Thrust2HMenu:         [Scorched Thrust 2h]\n[Dragon Thrust 2h]\n[Katana 2h]\n[Pickaxe]\n
CustomNPC.ItemModel.Hilt2HPrompt:         아니면 [손잡이 2손]만 원하실 수도 있겠군요.\n
CustomNPC.ItemModel.Crush2HMenu:          [Battler Hammer 2h]\n[Malice Hammer 2h]\n[Bruiser Hammer 2h]\n[Scorched Hammer 2h]\n[Magma Hammer 2h]\n[Pickaxe]\n
CustomNPC.ItemModel.Slash2HMenu:          [Malice Axe 2h]\n[Scorched Axe 2h]\n[Magma Axe 2h]\n[Battler Sword 2h]\n[Scorched Sword 2h]\n[Katana 2h]\n
CustomNPC.ItemModel.ClassEpic2HPrompt:    추가로 [직업 에픽 2손] 스킨도 적용할 수 있습니다.\n
CustomNPC.ItemModel.InstrumentMenu:       아름다운 음악을 연주할 수 있을 것 같군요.\n다음 스킨을 적용할 수 있습니다:\n\n[Class Epic Harp]\n[Labyrinth Harp]\n
CustomNPC.ItemModel.BowMenu:              멀리서 죽음을 가져오는 것만 한 게 없죠.\n다음 스킨을 적용할 수 있습니다:\n\n[Class Epic Bow]\n[Braggart's Bow]\n[Fool's Bow]\n[Labyrinth Bow]\n
CustomNPC.ItemModel.ConfirmModelPrompt:   둘러보기를 마치셨다면 [모델 확정]이라고 말씀해 주세요.
CustomNPC.DPSDummy.Greeting:              안녕하세요. [방어구]와 [저항]을 쉽게 변경할 수 있습니다. 다시 기본값으로 되돌리려면 저를 우클릭하세요.\n\n귓속말로도 다음 형식의 설정을 사용할 수 있습니다:\n\n개별 저항 변경: /whisper <resist> <percent> (예: /whisper body 10)\n\n저항 수치는 0에서 70 사이여야 합니다.\n\n사용 가능한 저항 이름: body, cold, crush, energy, heat, matter, slash, spirit, thrust\n\n모든 저항 변경: /whisper allresist <percent> (예: /whisper allresist 20)\n\n개별 방어 변경: /whisper <defense> <percent> (예: /whisper evade 30)\n\n사용 가능한 방어 이름: evade, block, parry\n\n모든 방어 변경: /whisper alldefense <percent> (예: /whisper alldefense 20)
CustomNPC.DPSDummy.InvalidNumber:         숫자 형식이 올바르지 않습니다.
CustomNPC.DPSDummy.NumberRange:           숫자는 0에서 100 사이여야 합니다.
CustomNPC.DPSDummy.ArmorPrompt:           어떤 방어구 세트를 입을까요?\n[천]\n[가죽]\n[스터디드]\n[체인]\n[플레이트]\n[강화가죽]\n또는 [스케일]?
CustomNPC.DPSDummy.ResistancePrompt:      원하는 저항 종류와 값을 귓속말로 알려주세요. 예: '/whisper Body 10'은 Body 저항을 +10%로 설정합니다.\n또한 'allresist #' 형식으로 모든 저항을 같은 값으로 설정할 수 있습니다.
Quest.Common.ThankContribution:           기여해 주셔서 감사합니다!
Quest.Common.ClearInventorySlots:         보상을 받으려면 인벤토리 공간을 {0}칸 비워 주세요.
Quest.Common.NotEnoughInventorySpace:     인벤토리 공간이 부족합니다!
Quest.Common.EpicArmorEarned:             이 에픽 방어구는 당신이 얻어낸 보상입니다. 명예롭게 착용하세요!
Quest.Common.ComeBackIfChangedMind:       마음이 바뀌면 다시 찾아오세요!
Quest.AncestralSecrets.AncestralKeeperAmbush: 선조의 수호자가 당신을 기습합니다!
Quest.TheLostSeed.FeairnaAtharAmbush:     페아르나-아타르가 당신을 기습합니다!
Quest.Hibernia.TheLostSeed.LeavesRustle:  머리 위 나뭇잎 사이로 조용한 바스락거림이 느껴집니다.
Quest.Hibernia.TheLostSeed.FeairnaAtharAmbush: 페아르나-아타르가 당신을 기습합니다!
Quest.Hibernia.TheLostSeed.NoRoomForJewel: {0}을(를) 넣을 공간이 부족해 바닥에 떨어집니다.
Quest.Hibernia.TheLostSeed.Subscribe:     테로드를 도와 [잃어버린 씨앗]을 찾겠습니까?
Quest.Hibernia.TheLostSeed.Terod.Intro:   안녕하세요 {0}님, 제 이야기를 잠시 들어주시겠습니까?\n저주받은 트리언트가 코스롬 협곡에서 날뛰며 우리 렐름을 위협하고 있습니다. 좋은 예감이 드는군요... 마침내 우리를 [도와줄] 분이 당신일까요?
Quest.Hibernia.TheLostSeed.Terod.HelpUs:  며칠 전부터 저와 친구들은 우리를 도와줄 강한 전사와 마법사를 찾고 있었습니다. [잃어버린 씨앗]에 관한 일입니다.
Quest.Hibernia.TheLostSeed.Terod.Treant:  크레드릴은 이 트리언트에 대해 훨씬 더 많이 알고 있습니다. 드로하이드 밖에서 그를 찾아보세요.
Quest.Hibernia.TheLostSeed.Terod.Accepted: 고맙습니다. 잃어버린 씨앗에 대해 더 이야기해 봅시다!
Quest.Hibernia.TheLostSeed.Terod.Step1:   우리를 돕기로 해주셔서 정말 기쁩니다! 코스롬 협곡의 [트리언트]는 잔혹하고 매우 공격적입니다. 앞을 가로막는 모든 것을 괴롭히길 좋아한다고 들었습니다.
Quest.Hibernia.TheLostSeed.Terod.Step2:   크레드릴은 오랫동안 이 트리언트를 연구했습니다. 그가 훨씬 더 많은 것을 알고 있을 겁니다. 드로하이드 외곽에서 그를 찾으세요. 도움이 될 겁니다.
Quest.Hibernia.TheLostSeed.Terod.Step3:   안녕하세요 {0}님, 크레드릴에게서 당신이 잔드로스를 찾아가고 있다는 말을 들었습니다. 맞습니까? 에몰리아는 드로하이드의 바인드스톤 옆에서 찾을 수 있으며, 알리드 페이로 가는 여정을 도와줄 겁니다.
Quest.Hibernia.TheLostSeed.Terod.Step4:   안녕하세요 {0}님, 잔드로스를 만나 보셨습니까? 알리드 페이의 큰 나무들 중 하나에서 잔드로스를 찾을 수 있습니다.
Quest.Hibernia.TheLostSeed.Terod.Step5:   잔드로스가 당신이 트리언트 페아르나-아타르를 쓰러뜨렸다고 말해주었습니다. 우리 모두가 당신을 지지하며 그 용기에 감사드립니다!
Quest.Hibernia.TheLostSeed.Terod.Step6:   뭐라고 말해야 할지 모르겠군요. 정말 대단합니다! 이 빛나는 붉은 보석을 잔드로스에게 가져가세요. 그가 무엇을 해야 할지 알고 있습니다.
Quest.Hibernia.TheLostSeed.Terod.Step7:   돌아오셨군요, 하이버니아의 영웅이여. 이제 당신의 [보상]을 받을 때가 된 것 같습니다!
